,FIPS,race,location
1148,170318371002012,P1_003N,POINT (-87.6986434517873 41.88424648205241)
1149,170318371002012,P1_004N,POINT (-87.69852871942884 41.88463004365796)
1150,170318371002012,P1_004N,POINT (-87.69823153170834 41.884388979627424)
1151,170318371002012,P1_015N,POINT (-87.6980109208038 41.88439678674688)
1152,170318371002012,P1_011N,POINT (-87.69847514566032 41.884676390537756)
1153,170318371002012,P1_003N,POINT (-87.69778594253947 41.885045516775065)
1154,170318371002012,P1_011N,POINT (-87.69790693315474 41.88505557303015)
1155,170318371002012,P1_015N,POINT (-87.69835472085886 41.8842204571614)
1156,170318371002012,P1_003N,POINT (-87.69824341691631 41.884633898157304)
1157,170318371002012,P1_003N,POINT (-87.69788418597436 41.88480067899304)
1158,170318371002012,P1_004N,POINT (-87.69810421719157 41.8845794505629)
1159,170318371002012,P1_011N,POINT (-87.69811331074382 41.88433319164908)
1160,170318371002012,P1_004N,POINT (-87.69761146966276 41.88517007599332)
1161,170318371002012,P1_004N,POINT (-87.69845942328297 41.88472568451008)
1162,170318371002012,P1_003N,POINT (-87.69778742725096 41.88488612715676)
1163,170318371002012,P1_004N,POINT (-87.69859196936412 41.88465571619663)
1164,170318371002012,P1_004N,POINT (-87.6975770516576 41.884214730659494)
1165,170318371002012,P1_004N,POINT (-87.69817911235948 41.88455282408949)
1166,170318371002012,P1_013N,POINT (-87.69764204879795 41.88426906395542)
1167,170318371002012,P1_003N,POINT (-87.69875116386797 41.884370780815885)
1168,170318371002012,P1_003N,POINT (-87.698488059089 41.88452631332904)
1169,170318371002012,P1_003N,POINT (-87.6984710861773 41.88464168682399)
1170,170318371002012,P1_004N,POINT (-87.69811044990124 41.884314856319676)
1171,170318371002012,P1_004N,POINT (-87.69776434969639 41.88519717217323)
1172,170318371002012,P1_003N,POINT (-87.69791645540425 41.88538586390574)
1173,170318371002012,P1_011N,POINT (-87.69779912371546 41.8849670825931)
1174,170318371002012,P1_003N,POINT (-87.69761924565393 41.88521862371998)
1175,170318371002012,P1_004N,POINT (-87.69798517606345 41.88450458968651)
1176,170318371002012,P1_004N,POINT (-87.69852708428984 41.88461810000804)
1177,170318371002012,P1_004N,POINT (-87.69756416525446 41.88496001551654)
1178,170318371002012,P1_004N,POINT (-87.69793599647016 41.88468209101277)
1179,170318371002012,P1_015N,POINT (-87.69863981515 41.884331513747085)
1180,170318371002012,P1_003N,POINT (-87.69758578641682 41.884701853406035)
1181,170318371002012,P1_004N,POINT (-87.69831236588936 41.88442129339737)
1182,170318371002012,P1_011N,POINT (-87.69760839432764 41.8843469565008)
1183,170318371002012,P1_013N,POINT (-87.69779119191506 41.88424859632283)
1184,170318371002012,P1_011N,POINT (-87.698489721093 41.88430428440386)
1185,170318371002012,P1_004N,POINT (-87.69836125780733 41.8847233476166)
1186,170318371002012,P1_003N,POINT (-87.69797412898579 41.884294551587836)
1187,170318371002012,P1_004N,POINT (-87.69862775155794 41.884716355949706)
1188,170318371002012,P1_003N,POINT (-87.69768282400221 41.884781490496714)
1189,170318371002012,P1_004N,POINT (-87.6986882433309 41.884610481381316)
1190,170318371002012,P1_015N,POINT (-87.69875871842476 41.88432964482779)
1191,170318371002012,P1_003N,POINT (-87.69761171452713 41.884494418035565)
1192,170318371002012,P1_015N,POINT (-87.69846860577672 41.88460232250341)
1193,170318371002012,P1_004N,POINT (-87.69862269011021 41.88437345135041)
1194,170318371002012,P1_003N,POINT (-87.69774158530635 41.88524078264075)
1195,170318371002012,P1_015N,POINT (-87.69839549214521 41.884327685051176)
1196,170318371002012,P1_015N,POINT (-87.69841605085212 41.88472979379413)
1197,170318371002012,P1_003N,POINT (-87.69761049726382 41.88449951611963)
1198,170318371002012,P1_004N,POINT (-87.69805711996747 41.88428733748877)
1199,170318371002012,P1_019N,POINT (-87.69775542679429 41.885078148236495)
1200,170318371002012,P1_004N,POINT (-87.69864342459901 41.884253487023585)
1201,170318371002012,P1_003N,POINT (-87.69834543057037 41.88436093402164)
1202,170318371002012,P1_004N,POINT (-87.6978679917829 41.88504653555264)
1203,170318371002012,P1_004N,POINT (-87.69786890999085 41.88528295889874)
1204,170318371002012,P1_003N,POINT (-87.69768444071306 41.88509807695227)
1205,170318371002012,P1_004N,POINT (-87.69864864384819 41.88456888495175)
1206,170318371002012,P1_015N,POINT (-87.69813013477814 41.88429324663807)
1207,170318371002012,P1_004N,POINT (-87.69789783970073 41.885098552769584)
1208,170318371002012,P1_004N,POINT (-87.6980622859304 41.884656762704836)
1209,170318371002012,P1_011N,POINT (-87.6975411564172 41.88457636021737)
1210,170318371002012,P1_004N,POINT (-87.69767699797735 41.88545125607697)
1211,170318371002012,P1_004N,POINT (-87.6986843856951 41.88430099874729)
1212,170318371002012,P1_006N,POINT (-87.69867027596733 41.88471900856434)
1213,170318371002012,P1_015N,POINT (-87.69760505468965 41.88528217078884)
1214,170318371002012,P1_004N,POINT (-87.69864982729078 41.884325696511326)
1215,170318371002012,P1_004N,POINT (-87.69798476562072 41.884385341558186)
1216,170318371002012,P1_013N,POINT (-87.69781445304328 41.88454738701745)
1217,170318371002012,P1_004N,POINT (-87.69815504141903 41.884352171614786)
1218,170318371002012,P1_003N,POINT (-87.69848521190772 41.8842914728196)
1219,170318371002012,P1_004N,POINT (-87.69778002082136 41.88492332803842)
1220,170318371002012,P1_003N,POINT (-87.69785208375637 41.88448643435315)
1221,170318371002012,P1_006N,POINT (-87.69808082859149 41.88440238120565)
1222,170318371002012,P1_003N,POINT (-87.69788305485875 41.88534035191711)
1223,170318371002012,P1_006N,POINT (-87.69817672397885 41.8844613419626)
1224,170318371002012,P1_003N,POINT (-87.69757402695654 41.88426752770835)
1225,170318371002012,P1_003N,POINT (-87.6976510041543 41.885104495419846)
1226,170318371002012,P1_006N,POINT (-87.6987406025647 41.88438307068144)
1227,170318371002012,P1_003N,POINT (-87.69762739235372 41.885152033483074)
1228,170318371002012,P1_004N,POINT (-87.69874509554982 41.884572244145474)
1229,170318371002012,P1_004N,POINT (-87.69799803821499 41.88424387717181)
1230,170318371002012,P1_004N,POINT (-87.69836089860189 41.88424472404532)
1231,170318371002012,P1_006N,POINT (-87.69864793069782 41.88434126066132)
1232,170318371002012,P1_006N,POINT (-87.69835818403506 41.884284881770384)
1233,170318371002012,P1_004N,POINT (-87.6982986691885 41.88422707426885)
1234,170318371002012,P1_004N,POINT (-87.6985554312546 41.88466750866256)
1235,170318371002012,P1_003N,POINT (-87.69765516026764 41.88449040297146)
1236,170318371002012,P1_003N,POINT (-87.69783992052402 41.8846525319133)
1237,170318371002012,P1_003N,POINT (-87.69762411487004 41.88436825725323)
1238,170318371002012,P1_004N,POINT (-87.69877918633121 41.88451929047688)
1239,170318371002012,P1_004N,POINT (-87.69793985137396 41.885457969776304)
1240,170318371002012,P1_004N,POINT (-87.69766652744389 41.884369063836004)
1241,170318371002012,P1_015N,POINT (-87.69882275241922 41.884226144500985)
1242,170318371002012,P1_011N,POINT (-87.697936995629 41.88443495273457)
1243,170318371002012,P1_004N,POINT (-87.69776058932163 41.88489748019444)
1244,170318371002012,P1_003N,POINT (-87.69839107138978 41.88469956706561)
1245,170318371002012,P1_004N,POINT (-87.6979140329422 41.88468554702549)
1246,170318371002012,P1_004N,POINT (-87.69757281925641 41.88515510485478)
1247,170318371002012,P1_004N,POINT (-87.69807667766035 41.88426141094504)
1248,170318371002012,P1_003N,POINT (-87.69767621009154 41.884690868245954)
1249,170318371002012,P1_003N,POINT (-87.69769975567343 41.88470634046408)
1250,170318371002012,P1_004N,POINT (-87.69761894362368 41.88427168977011)
1251,170318371002012,P1_004N,POINT (-87.69831232462732 41.88448780460197)
1252,170318371002012,P1_004N,POINT (-87.69807057870727 41.88450189164346)
1253,170318371002012,P1_011N,POINT (-87.69763698614179 41.88543953250207)
1254,170318371002012,P1_003N,POINT (-87.69824187458798 41.8845411971826)
1255,170318371002012,P1_015N,POINT (-87.69805449455302 41.88435071306517)
1256,170318371002012,P1_004N,POINT (-87.69835648191902 41.88440772631922)
1257,170318371002012,P1_011N,POINT (-87.69833150116796 41.88432015865109)
1258,170318371002012,P1_004N,POINT (-87.69774887041855 41.885295317204424)
1259,170318371002012,P1_004N,POINT (-87.69775675452198 41.88426247753176)
1260,170318371002012,P1_003N,POINT (-87.69859128887605 41.88451329871077)
1261,170318371002012,P1_003N,POINT (-87.69778964747184 41.88451955787151)
1262,170318371002012,P1_004N,POINT (-87.69871099026965 41.88438287170255)
1263,170318371002012,P1_006N,POINT (-87.69755505066495 41.884427034043526)
1264,170318371002012,P1_003N,POINT (-87.6977970767134 41.88419798846572)
1265,170318371002012,P1_004N,POINT (-87.69755696778229 41.88499447345831)
1266,170318371002012,P1_011N,POINT (-87.69784970109374 41.88494462229349)
1267,170318371002012,P1_011N,POINT (-87.69811271155714 41.88439516016956)
1268,170318371002012,P1_011N,POINT (-87.69769674597694 41.88541323491096)
1269,170318371002012,P1_004N,POINT (-87.69781916708058 41.88500016779907)
1270,170318371002012,P1_004N,POINT (-87.69792347652685 41.88467004951791)
1271,170318371002012,P1_013N,POINT (-87.69780012757366 41.884415853048345)
1272,170318371002012,P1_003N,POINT (-87.69875363156362 41.88433050262866)
1273,170318371002012,P1_004N,POINT (-87.698556033208 41.88436751752402)
1274,170318371002012,P1_004N,POINT (-87.69774506112552 41.88473223115879)
1275,170318371002012,P1_004N,POINT (-87.69857621520953 41.88438951737247)
1276,170318371002012,P1_004N,POINT (-87.69784834445632 41.885045335998996)
1277,170318371002012,P1_015N,POINT (-87.69776263479731 41.885349550292666)
1278,170318371002012,P1_004N,POINT (-87.69800295964339 41.884346458461366)
1279,170318371002012,P1_004N,POINT (-87.69862043944329 41.884583277805255)
1280,170318371002012,P1_013N,POINT (-87.69883431922855 41.88467712060628)
1281,170318371002012,P1_004N,POINT (-87.69867097963943 41.88464176190528)
1282,170318371002012,P1_011N,POINT (-87.6977501966995 41.8845966663844)
1283,170318371002012,P1_004N,POINT (-87.69847674613725 41.88451641808601)
1284,170318371002012,P1_004N,POINT (-87.69862753692375 41.884548857616984)
1285,170318371002012,P1_003N,POINT (-87.69824055798902 41.884288993838844)
1286,170318371002012,P1_011N,POINT (-87.69793242755249 41.8842649274117)
1287,170318371002012,P1_003N,POINT (-87.69860931653204 41.884243753905146)
1288,170318371002012,P1_006N,POINT (-87.69840652219347 41.8845096754982)
1289,170318371002012,P1_004N,POINT (-87.69776202145172 41.88432125284311)
1290,170318371002012,P1_004N,POINT (-87.6975554768765 41.88502848086581)
1291,170318371002012,P1_003N,POINT (-87.698494731731 41.884341918096794)
1292,170318371002012,P1_006N,POINT (-87.6976052570617 41.885476199236436)
1293,170318371002012,P1_011N,POINT (-87.6982270450399 41.884710174365225)
1294,170318371002012,P1_003N,POINT (-87.69873417654175 41.88421704595521)
1295,170318371002012,P1_004N,POINT (-87.69875262269413 41.88438730857125)
1296,170318371002012,P1_003N,POINT (-87.69768906522593 41.884337691176626)
1297,170318371002012,P1_004N,POINT (-87.69790611744143 41.885321916509994)
1298,170318371002012,P1_006N,POINT (-87.69835695270058 41.8843917119555)
1299,170318371002012,P1_011N,POINT (-87.69791345960897 41.884766937794865)
1300,170318371002012,P1_004N,POINT (-87.69865065757332 41.88469426058935)
1301,170318371002012,P1_004N,POINT (-87.69761876866473 41.88439028122467)
1302,170318371002012,P1_004N,POINT (-87.69761173163089 41.884642430512095)
1303,170318371002012,P1_004N,POINT (-87.69823670010489 41.884664080079844)
1304,170318371002012,P1_013N,POINT (-87.69841796657276 41.88422798569964)
1305,170318371002012,P1_004N,POINT (-87.69790446851317 41.884644129099975)
1306,170318371002012,P1_003N,POINT (-87.6983708238287 41.88430763166195)
1307,170318371002012,P1_003N,POINT (-87.69781550878217 41.8842443746398)
1308,170318371002012,P1_003N,POINT (-87.6982930170606 41.884221235542405)
1309,170318371002012,P1_003N,POINT (-87.69797442574827 41.88419778330779)
1310,170318371002012,P1_004N,POINT (-87.69771915312474 41.884445410092006)
1311,170318371002012,P1_003N,POINT (-87.69778415102189 41.885411419076526)
1312,170318371002012,P1_003N,POINT (-87.69878160080502 41.88422923520429)
1313,170318371002012,P1_003N,POINT (-87.69765221136228 41.88498710462988)
1314,170318371002012,P1_004N,POINT (-87.69782445443046 41.885270133212)
1315,170318371002012,P1_004N,POINT (-87.69882440282768 41.884470639245066)
1316,170318371002012,P1_019N,POINT (-87.69788989561981 41.88544296446519)
1317,170318371002012,P1_019N,POINT (-87.69770612832527 41.88506915474538)
1318,170318371002012,P1_013N,POINT (-87.69822499648106 41.88426035769102)
1319,170318371002012,P1_004N,POINT (-87.6978169582161 41.88524095283677)
1320,170318371002012,P1_015N,POINT (-87.69817552952811 41.88430537984857)
1321,170318371002012,P1_011N,POINT (-87.69870092141096 41.88454604475967)
1322,170318371002012,P1_003N,POINT (-87.69769111931939 41.884355328326755)
1323,170318371002012,P1_006N,POINT (-87.69764522903243 41.88536144371794)
1324,170318371002012,P1_011N,POINT (-87.69873033635217 41.88422807417403)
1325,170318371002012,P1_006N,POINT (-87.69788573586982 41.885320206646895)
1326,170318371002012,P1_004N,POINT (-87.69845889649677 41.88447092944187)
1327,170318371002012,P1_004N,POINT (-87.69774253863831 41.884466602206324)
1328,170318371002012,P1_003N,POINT (-87.69806496945513 41.884351884547364)
1329,170318371002012,P1_003N,POINT (-87.69792021528409 41.8849283033052)
1330,170318371002012,P1_019N,POINT (-87.69837987696643 41.88427769184058)
1331,170318371002012,P1_003N,POINT (-87.69813398044666 41.88458922457998)
1332,170318371002012,P1_011N,POINT (-87.69787792002776 41.88467854839121)
1333,170318371002012,P1_004N,POINT (-87.69756852379155 41.88444423826883)
1334,170318371002012,P1_004N,POINT (-87.6985353002593 41.88443004670692)
1335,170318371002012,P1_004N,POINT (-87.69768433838705 41.88451724258309)
1336,170318371002012,P1_004N,POINT (-87.69765686419167 41.88434397716234)
1337,170318371002012,P1_015N,POINT (-87.69872677809339 41.88417610718819)
1338,170318371002012,P1_013N,POINT (-87.6979053830323 41.88419395572242)
1339,170318371002012,P1_004N,POINT (-87.69788019266305 41.88507480164917)
1340,170318371002012,P1_011N,POINT (-87.69785366461726 41.884209038504295)
1341,170318371002012,P1_019N,POINT (-87.69781613780187 41.8853780124041)
1342,170318371002012,P1_015N,POINT (-87.6980181049988 41.884529356297904)
1343,170318371002012,P1_019N,POINT (-87.69792511212526 41.88498758891625)
1344,170318371002012,P1_011N,POINT (-87.69861844235702 41.88443920823484)
1345,170318371002012,P1_006N,POINT (-87.69753954584274 41.88437689469429)
1346,170318371002012,P1_004N,POINT (-87.69778574543632 41.88529986274306)
1347,170318371002012,P1_003N,POINT (-87.6985802982958 41.88444790214327)
1348,170318371002012,P1_006N,POINT (-87.69855284899052 41.88472203401908)
1349,170318371002012,P1_011N,POINT (-87.69757430678192 41.88534172551926)
1350,170318371002012,P1_004N,POINT (-87.69785952109679 41.88442121106407)
1351,170318371002012,P1_004N,POINT (-87.69849432851456 41.88431877610507)
1352,170318371002012,P1_006N,POINT (-87.69785664355005 41.88450709044671)
1353,170318371002012,P1_004N,POINT (-87.69784945920033 41.885146339858835)
1354,170318371002012,P1_003N,POINT (-87.69795667661072 41.88448984005792)
1355,170318371002012,P1_004N,POINT (-87.69769843663535 41.884754784770635)
1356,170318371002012,P1_004N,POINT (-87.69883601475851 41.884325111417716)
1357,170318371002012,P1_003N,POINT (-87.69877501486127 41.88454042815521)
1358,170318371002012,P1_004N,POINT (-87.69864069768406 41.88446775801596)
1359,170318371002012,P1_004N,POINT (-87.69759702838432 41.884649392860595)
1360,170318371002012,P1_011N,POINT (-87.69772455695225 41.88543035573856)
1361,170318371002012,P1_006N,POINT (-87.69775927646572 41.884434272577856)
1362,170318371002012,P1_004N,POINT (-87.69822079714176 41.88426313258167)
1363,170318371002012,P1_003N,POINT (-87.69767617215405 41.88485495374148)
1364,170318371002012,P1_003N,POINT (-87.69820622660815 41.8843786039199)
1365,170318371002012,P1_006N,POINT (-87.69767443032259 41.8848681797165)
1366,170318371002012,P1_004N,POINT (-87.69827981776962 41.88449762597859)
1367,170318371002012,P1_004N,POINT (-87.69767005054476 41.884450902823716)
1368,170318371002012,P1_003N,POINT (-87.6975764278325 41.8843555338493)
1369,170318371002012,P1_013N,POINT (-87.69813104771912 41.88460849052049)
1370,170318371002012,P1_003N,POINT (-87.6987120146879 41.88469579606885)
1371,170318371002012,P1_011N,POINT (-87.69777926476351 41.884360943139164)
1372,170318371002012,P1_006N,POINT (-87.69845464806681 41.88435871417731)
1373,170318371002012,P1_003N,POINT (-87.69791793822824 41.88500647892068)
1374,170318371002012,P1_006N,POINT (-87.69844988849519 41.88426060962803)
1375,170318371002012,P1_011N,POINT (-87.6985442191861 41.88469763489169)
1376,170318371002012,P1_004N,POINT (-87.69863582185113 41.884440498303555)
1377,170318371002012,P1_004N,POINT (-87.69791579711145 41.88541914124959)
1378,170318371002012,P1_004N,POINT (-87.69790814324817 41.88525623129364)
1379,170318371002012,P1_004N,POINT (-87.69788771458141 41.88446591091431)
1380,170318371002012,P1_004N,POINT (-87.69758239887068 41.884268794436714)
1381,170318371002012,P1_004N,POINT (-87.69755615749919 41.88435995060005)
1382,170318371002012,P1_004N,POINT (-87.69764482935926 41.884841328206136)
1383,170318371002012,P1_003N,POINT (-87.6977339761466 41.88473639303812)
1384,170318371002012,P1_004N,POINT (-87.69870515943029 41.88445116387649)
1385,170318371002012,P1_004N,POINT (-87.69764936118467 41.884299464751265)
1386,170318371002012,P1_011N,POINT (-87.69831580401156 41.88467250328038)
1387,170318371002012,P1_004N,POINT (-87.69763001755712 41.88498714532343)
1388,170318371002012,P1_004N,POINT (-87.69758518616503 41.884973397945)
1389,170318371002012,P1_013N,POINT (-87.69870849406115 41.88447976987387)
1390,170318371002012,P1_004N,POINT (-87.69771742725206 41.88492143343659)
1391,170318371002012,P1_011N,POINT (-87.6985515633708 41.8844416870204)
1392,170318371002012,P1_004N,POINT (-87.69880676632114 41.884260022582204)
1393,170318371002012,P1_003N,POINT (-87.69787698365474 41.88521286638866)
1394,170318371002012,P1_004N,POINT (-87.69788000031645 41.88463837552416)
1395,170318371002012,P1_003N,POINT (-87.69818397472605 41.884665451433094)
1396,170318371002012,P1_003N,POINT (-87.69805618935531 41.884425973049495)
1397,170318371002012,P1_011N,POINT (-87.69817269001278 41.88453408614359)
1398,170318371002012,P1_004N,POINT (-87.69870289409675 41.884294275072214)
1399,170318371002012,P1_003N,POINT (-87.69779543000568 41.88497828399561)
1400,170318371002012,P1_004N,POINT (-87.69871286114007 41.884579880134794)
1401,170318371002012,P1_011N,POINT (-87.69808094443059 41.884290345054296)
1402,170318371002012,P1_004N,POINT (-87.69758144460364 41.88461818372636)
1403,170318371002012,P1_003N,POINT (-87.6985888429056 41.884442213738154)
1404,170318371002012,P1_003N,POINT (-87.69856320506216 41.8843280271455)
1405,170318371002012,P1_011N,POINT (-87.69880057432815 41.88464977302645)
1406,170318371002012,P1_013N,POINT (-87.69784911307256 41.884491115230304)
1407,170318371002012,P1_015N,POINT (-87.69783527479419 41.88467448692888)
1408,170318371002012,P1_003N,POINT (-87.69855882663497 41.88441937061936)
1409,170318371002012,P1_004N,POINT (-87.69771907760494 41.88484807579989)
1410,170318371002012,P1_004N,POINT (-87.69800432104351 41.884575641060444)
1411,170318371002012,P1_004N,POINT (-87.69852788122678 41.884647818287)
1412,170318371002012,P1_004N,POINT (-87.69828704662102 41.88452023134416)
1413,170318371002012,P1_003N,POINT (-87.6978704445316 41.88529175915442)
1414,170318371002012,P1_003N,POINT (-87.69869062900962 41.88455820500638)
1415,170318371002012,P1_004N,POINT (-87.6985988142548 41.884436635953264)
1416,170318371002012,P1_004N,POINT (-87.6976179776703 41.884940272500174)
1417,170318371002012,P1_004N,POINT (-87.69850943770267 41.8842916738557)
1418,170318371002012,P1_015N,POINT (-87.69789662800886 41.885365068446916)
1419,170318371002012,P1_003N,POINT (-87.69805808290971 41.8845993411309)
1420,170318371002012,P1_011N,POINT (-87.69765957243912 41.88519938612887)
1421,170318371002012,P1_013N,POINT (-87.69881327099215 41.88425543907239)
1422,170318371002012,P1_003N,POINT (-87.69840686243022 41.884715676817464)
1423,170318371002012,P1_004N,POINT (-87.69836802114659 41.884371071846616)
1424,170318371002012,P1_003N,POINT (-87.69782157662699 41.88431000209501)
1425,170318371002012,P1_004N,POINT (-87.69870430175182 41.88449299025997)
1426,170318371002012,P1_003N,POINT (-87.69788223524489 41.885226615976876)
1427,170318371002012,P1_004N,POINT (-87.6977109652616 41.88452050455015)
1428,170318371002012,P1_015N,POINT (-87.69779681764938 41.88541058755038)
1429,170318371002012,P1_004N,POINT (-87.69793334231352 41.88498381805042)
1430,170318371002012,P1_003N,POINT (-87.69756428604433 41.884982820913)
1431,170318371002012,P1_004N,POINT (-87.69844444271864 41.88428449098507)
1432,170318371002012,P1_004N,POINT (-87.69823084889777 41.884234893866086)
1433,170318371002012,P1_004N,POINT (-87.69874133251543 41.88457596077409)
1434,170318371002012,P1_003N,POINT (-87.69755164520299 41.88425002508505)
1435,170318371002012,P1_006N,POINT (-87.69771614238343 41.88522104573899)
1436,170318371002012,P1_004N,POINT (-87.69793950225967 41.88431219612664)
1437,170318371002012,P1_003N,POINT (-87.69756394365534 41.8846653377187)
1438,170318371002012,P1_004N,POINT (-87.69813574028001 41.88461004186316)
1439,170318371002012,P1_006N,POINT (-87.69795458275033 41.88473215337675)
1440,170318371002012,P1_003N,POINT (-87.69785235035299 41.88426108855425)
1441,170318371002012,P1_011N,POINT (-87.69832875305364 41.88440514570493)
1442,170318371002012,P1_004N,POINT (-87.69775647937053 41.88431365548766)
1443,170318371002012,P1_004N,POINT (-87.69766300650014 41.885030179631)
1444,170318371002012,P1_004N,POINT (-87.69807026092641 41.884454133413605)
1445,170318371002012,P1_011N,POINT (-87.6976037766049 41.884587516137536)
1446,170318371002012,P1_004N,POINT (-87.69787026193798 41.8846283057679)
1447,170318371002012,P1_004N,POINT (-87.6976084801497 41.88438431790986)
1448,170318371002012,P1_003N,POINT (-87.697857718976 41.88520037228404)
1449,170318371002012,P1_004N,POINT (-87.69817290657193 41.88429257517282)
1450,170318371002012,P1_011N,POINT (-87.69783861796213 41.88541887419155)
1451,170318371002012,P1_011N,POINT (-87.6977637248292 41.885463810236196)
1452,170318371002012,P1_004N,POINT (-87.69764428849778 41.88447678773437)
1453,170318371002012,P1_011N,POINT (-87.69819148052044 41.88471837749368)
1454,170318371002012,P1_011N,POINT (-87.69818534773793 41.88447657974712)
1455,170318371002012,P1_004N,POINT (-87.69802327430581 41.88452163985831)
1456,170318371002012,P1_004N,POINT (-87.69808987124557 41.88447069831774)
1457,170318371002012,P1_013N,POINT (-87.69767937960069 41.88526176715931)
1458,170318371002012,P1_004N,POINT (-87.69878003539164 41.88436120962091)
1459,170318371002012,P1_003N,POINT (-87.69761491520431 41.88494821856904)
1460,170318371002012,P1_004N,POINT (-87.69879073349364 41.88436955463744)
1461,170318371002012,P1_015N,POINT (-87.69807673501725 41.884336774581996)
1462,170318371002012,P1_019N,POINT (-87.69841193138167 41.88434278782202)
1463,170318371002012,P1_003N,POINT (-87.69791762290686 41.884920487461294)
1464,170318371002012,P1_004N,POINT (-87.69768452620718 41.88467807669348)
1465,170318371002012,P1_004N,POINT (-87.69844010270482 41.88420698761271)
1466,170318371002012,P1_013N,POINT (-87.69786728687534 41.88439907850292)
1467,170318371002012,P1_004N,POINT (-87.6976032513884 41.88480394258219)
1468,170318371002012,P1_004N,POINT (-87.6976631161154 41.88499796822002)
1469,170318371002012,P1_004N,POINT (-87.69773652770988 41.88489927229479)
1470,170318371002012,P1_004N,POINT (-87.69849090429594 41.884662996380854)
1471,170318371002012,P1_003N,POINT (-87.69761478581783 41.88530503037926)
1472,170318371002012,P1_013N,POINT (-87.69847020391109 41.884388283837346)
1473,170318371002012,P1_003N,POINT (-87.69782490499077 41.88456706653696)
1474,170318371002012,P1_003N,POINT (-87.69870313476966 41.88438533091707)
1475,170318371002012,P1_003N,POINT (-87.69865265854216 41.884422094636335)
1476,170318371002012,P1_013N,POINT (-87.69854483980151 41.884232877906314)
1477,170318371002012,P1_004N,POINT (-87.69830841242127 41.88458921535681)
1478,170318371002012,P1_011N,POINT (-87.69873410084627 41.88434395042549)
1479,170318371002012,P1_011N,POINT (-87.698577859544 41.884456252057255)
1480,170318371002012,P1_004N,POINT (-87.69765505820776 41.88495067622331)
1481,170318371002012,P1_019N,POINT (-87.6975709332931 41.884542544016696)
1482,170318371002012,P1_004N,POINT (-87.69781918440822 41.8848352570159)
1483,170318371002012,P1_003N,POINT (-87.69799869721487 41.88461293884244)
1484,170318371002012,P1_013N,POINT (-87.69806366068329 41.88452765691313)
1485,170318371002012,P1_004N,POINT (-87.69850269627882 41.88450423777496)
1486,170318371002012,P1_004N,POINT (-87.69827020961307 41.88445707706858)
1487,170318371002012,P1_004N,POINT (-87.69776316314469 41.8851592148501)
1488,170318371002012,P1_013N,POINT (-87.69878684154912 41.88422853301428)
1489,170318371002012,P1_015N,POINT (-87.69863682878083 41.88421137603319)
1490,170318371002012,P1_003N,POINT (-87.6976787774929 41.885481171999764)
1491,170318371002012,P1_015N,POINT (-87.6976071952728 41.88496908607952)
1492,170318371002012,P1_003N,POINT (-87.6985404393324 41.88416964981535)
1493,170318371002012,P1_004N,POINT (-87.69788416074512 41.88464088188282)
1494,170318371002012,P1_003N,POINT (-87.69862630896932 41.884568372596036)
1495,170318371002012,P1_011N,POINT (-87.69768538860407 41.88495338693872)
1496,170318371002012,P1_004N,POINT (-87.69796634491418 41.884709444887974)
1497,170318371002012,P1_019N,POINT (-87.69788082049968 41.88421171275868)
1498,170318371002012,P1_004N,POINT (-87.697752381343 41.885212374285416)
1499,170318371002012,P1_011N,POINT (-87.69769193184025 41.88454204136521)
1500,170318371002012,P1_004N,POINT (-87.69795109068971 41.884323035430576)
1501,170318371002012,P1_019N,POINT (-87.69775665081764 41.88465246829228)
1502,170318371002012,P1_004N,POINT (-87.69775618144811 41.88467082458139)
1503,170318371002012,P1_004N,POINT (-87.69820522662395 41.88445315293111)
1504,170318371002012,P1_003N,POINT (-87.69803731063774 41.88452609431136)
1505,170318371002012,P1_004N,POINT (-87.6978085013959 41.88484346645035)
1506,170318371002012,P1_004N,POINT (-87.69755746186041 41.88444590214747)
1507,170318371002012,P1_013N,POINT (-87.69793317600886 41.88521306519014)
1508,170318371002012,P1_004N,POINT (-87.69793055110945 41.88534705382431)
1509,170318371002012,P1_004N,POINT (-87.69790949939855 41.88467724372873)
1510,170318371002012,P1_013N,POINT (-87.69861899150878 41.884487561016186)
1511,170318371002012,P1_004N,POINT (-87.69793709847174 41.884687072743205)
1512,170318371002012,P1_003N,POINT (-87.69792205660956 41.885252646878904)
1513,170318371002012,P1_019N,POINT (-87.69877252183888 41.88441839230117)
1514,170318371002012,P1_003N,POINT (-87.69793086302313 41.884789566659705)
1515,170318371002012,P1_003N,POINT (-87.69801624619672 41.8845468941703)
1516,170318371002012,P1_004N,POINT (-87.69878554983997 41.88449119306386)
1517,170318371002012,P1_003N,POINT (-87.69856175306087 41.884382591110615)
1518,170318371002012,P1_003N,POINT (-87.69791771536441 41.88540248443354)
1519,170318371002012,P1_003N,POINT (-87.69769345988783 41.88428888256442)
1520,170318371002012,P1_004N,POINT (-87.69777160779077 41.88536468395653)
1521,170318371002012,P1_004N,POINT (-87.6986658558567 41.88447044192679)
1522,170318371002012,P1_004N,POINT (-87.69836091502019 41.88423967732294)
1523,170318371002012,P1_004N,POINT (-87.69836187032664 41.88458459873228)
1524,170318371002012,P1_004N,POINT (-87.69840374432424 41.884731696600355)
1525,170318371002012,P1_011N,POINT (-87.69793407424395 41.88437659355916)
